District,Province,Total Voters,Liberal,Conservative,NDP,BQ,Others,Total Votes,Elected
10001,NL,63745,18335.0,9211.0,3450.0,0.0,430.0,31426,Liberal
10002,NL,71952,15970.0,13786.0,2667.0,0.0,711.0,33134,Liberal
10003,NL,59893,17820.0,6538.0,3743.0,0.0,384.0,28485,Liberal
10004,NL,19909,5524.0,1400.0,856.0,0.0,1097.0,8877,Liberal
10005,NL,59256,12383.0,4820.0,8797.0,0.0,474.0,26474,Liberal
10006,NL,65660,13343.0,15073.0,7198.0,0.0,791.0,36405,Conservative
10007,NL,64617,11879.0,13330.0,7989.0,0.0,493.0,33691,Conservative
11001,PE,27656,11064.0,6889.0,2103.0,0.0,670.0,20726,Liberal
11002,PE,27820,9175.0,5121.0,3428.0,0.0,865.0,18589,Liberal
11003,PE,27545,10220.0,5363.0,2133.0,0.0,717.0,18433,Liberal
11004,PE,26010,9782.0,6126.0,1902.0,0.0,1037.0,18847,Liberal
12001,NS,59825,20139.0,7654.0,9197.0,0.0,820.0,37810,Liberal
12002,NS,58240,9986.0,16376.0,10470.0,0.0,1015.0,37847,Conservative
12003,NS,67176,17425.0,8739.0,13463.0,0.0,1796.0,41423,Liberal
12004,NS,70847,17267.0,6457.0,18341.0,0.0,2081.0,44146,NDP
12005,NS,63479,19083.0,8413.0,11228.0,0.0,1452.0,40176,Liberal
12006,NS,60801,17555.0,11344.0,6663.0,0.0,2099.0,37661,Liberal
12007,NS,66451,10591.0,20188.0,7560.0,0.0,1644.0,39983,Conservative
12008,NS,64979,11222.0,8363.0,17925.0,0.0,1652.0,39162,NDP
12009,NS,65487,12658.0,14954.0,10140.0,0.0,1700.0,39452,Conservative
12010,NS,61826,19372.0,5897.0,10298.0,0.0,1593.0,37160,Liberal
12011,NS,67821,18343.0,14209.0,9086.0,0.0,1385.0,43023,Liberal
13001,NB,63603,14452.0,4841.0,23857.0,0.0,1085.0,44235,NDP
13002,NB,61327,21934.0,11604.0,6056.0,0.0,1574.0,41168,Liberal
13003,NB,68968,19819.0,14193.0,7360.0,0.0,997.0,42369,Liberal
13004,NB,54113,11635.0,14997.0,5417.0,0.0,1409.0,33458,Conservative
13005,NB,54369,14144.0,7605.0,8737.0,0.0,1185.0,31671,Liberal
13006,NB,51027,15647.0,9448.0,5980.0,0.0,1468.0,32543,Liberal
13007,NB,72845,25266.0,10003.0,5344.0,0.0,1998.0,42611,Liberal
13008,NB,49834,9702.0,16339.0,3600.0,0.0,1154.0,30795,Conservative
13009,NB,66423,15725.0,12212.0,6926.0,0.0,1466.0,36329,Liberal
13010,NB,54931,16787.0,13779.0,2957.0,0.0,1282.0,34805,Liberal
24001,QC,79986,13457.0,2425.0,1472.0,25041.0,1037.0,43432,BQ
24002,QC,76671,21234.0,2544.0,3013.0,20020.0,1717.0,48528,Liberal
24003,QC,80148,21116.0,2703.0,1849.0,26239.0,1425.0,53332,BQ
24004,QC,83364,13214.0,3460.0,1493.0,28228.0,2781.0,49176,BQ
24005,QC,81392,19592.0,8091.0,1443.0,17168.0,1054.0,47348,Liberal
24006,QC,84108,18293.0,4864.0,1018.0,26775.0,1895.0,52845,BQ
24007,QC,83685,11866.0,7388.0,1896.0,22989.0,2162.0,46301,BQ
24008,QC,83858,11198.0,5535.0,1653.0,29432.0,1314.0,49132,BQ
24009,QC,75144,20927.0,2226.0,1661.0,15794.0,1217.0,41825,Liberal
24010,QC,71866,18609.0,4888.0,1177.0,17537.0,2011.0,44222,Liberal
24011,QC,83766,24155.0,3107.0,2321.0,21596.0,1449.0,52628,Liberal
24012,QC,85037,12694.0,4219.0,2681.0,33945.0,2248.0,55787,BQ
24013,QC,75827,11911.0,7306.0,1623.0,23886.0,1564.0,46290,BQ
24014,QC,73356,8598.0,5259.0,1055.0,25451.0,1422.0,41785,BQ
24015,QC,81092,15384.0,2902.0,1704.0,29337.0,1889.0,51216,BQ
24016,QC,79028,19787.0,2385.0,1699.0,20650.0,1038.0,45559,BQ
24017,QC,73974,15752.0,4589.0,1451.0,20450.0,1546.0,43788,BQ
24018,QC,70510,9591.0,7123.0,745.0,23670.0,921.0,42050,BQ
24019,QC,69089,12579.0,2636.0,805.0,21446.0,1060.0,38526,BQ
24020,QC,81644,19198.0,3461.0,2610.0,18368.0,1980.0,45617,Liberal
24021,QC,80702,11712.0,1856.0,2510.0,27476.0,2145.0,45699,BQ
24022,QC,79585,22223.0,2902.0,1973.0,19461.0,1642.0,48201,Liberal
24023,QC,83156,20135.0,3963.0,5709.0,15626.0,2659.0,48092,Liberal
24024,QC,84223,18766.0,2524.0,3160.0,18694.0,2532.0,45676,Liberal
24025,QC,82445,10975.0,3107.0,1755.0,30661.0,1848.0,48346,BQ
24026,QC,78868,13355.0,2217.0,1561.0,25193.0,3537.0,45863,BQ
24027,QC,79776,32122.0,6082.0,3789.0,5106.0,3162.0,50261,Liberal
24028,QC,79894,10593.0,1961.0,1751.0,30713.0,1186.0,46204,BQ
24029,QC,77737,25806.0,2271.0,1995.0,14001.0,1559.0,45632,Liberal
24030,QC,84438,14459.0,2887.0,1320.0,28675.0,1781.0,49122,BQ
24031,QC,80741,8454.0,1224.0,5779.0,28728.0,3638.0,47823,BQ
24032,QC,80503,17639.0,3115.0,1998.0,24425.0,1583.0,48760,BQ
24033,QC,82511,23985.0,3498.0,2202.0,18597.0,1830.0,50112,Liberal
24034,QC,84867,13664.0,9425.0,1910.0,21930.0,2535.0,49464,BQ
24035,QC,76664,12363.0,2354.0,2512.0,29473.0,1664.0,48366,BQ
24036,QC,74647,9445.0,10628.0,2091.0,20245.0,1615.0,44024,BQ
24037,QC,82158,18999.0,7512.0,3112.0,24071.0,2137.0,55831,BQ
24038,QC,77208,10025.0,13967.0,1369.0,17248.0,2257.0,44866,BQ
24039,QC,65142,8097.0,1601.0,3361.0,19040.0,444.0,32543,BQ
24040,QC,79015,14491.0,3125.0,1867.0,30779.0,2012.0,52274,BQ
24041,QC,59416,9653.0,1972.0,1581.0,17878.0,585.0,31669,BQ
24042,QC,69703,15778.0,4916.0,1608.0,19264.0,1489.0,43055,BQ
24043,QC,84211,7915.0,2831.0,1531.0,34383.0,1606.0,48266,BQ
24044,QC,71537,28670.0,3271.0,1859.0,2636.0,1448.0,37884,Liberal
24045,QC,77678,23552.0,4526.0,3513.0,9736.0,2946.0,44273,Liberal
24046,QC,57196,12006.0,1265.0,1097.0,12578.0,862.0,27808,BQ
24047,QC,68855,15675.0,2284.0,5382.0,12730.0,2215.0,38286,Liberal
24048,QC,73187,16892.0,1961.0,3603.0,16424.0,2219.0,41099,Liberal
24049,QC,79872,29601.0,5010.0,2545.0,7426.0,1983.0,46565,Liberal
24050,QC,76313,15358.0,8869.0,2317.0,11685.0,1805.0,40034,Liberal
24051,QC,71703,11863.0,9251.0,1540.0,18471.0,1925.0,43050,BQ
24052,QC,80916,12982.0,5330.0,2670.0,24373.0,2781.0,48136,BQ
24053,QC,81617,9353.0,2447.0,1526.0,35907.0,2021.0,51254,BQ
24054,QC,75702,11045.0,3726.0,1017.0,31497.0,1419.0,48704,BQ
24055,QC,77650,12809.0,4925.0,1540.0,26211.0,1699.0,47184,BQ
24056,QC,67686,9161.0,3445.0,2717.0,22215.0,1008.0,38546,BQ
24057,QC,72104,11025.0,3064.0,1559.0,27993.0,1961.0,45602,BQ
24058,QC,78473,13124.0,4040.0,876.0,25327.0,962.0,44329,BQ
24059,QC,75459,9509.0,2435.0,1290.0,29204.0,1588.0,44026,BQ
24060,QC,63497,8064.0,3011.0,1777.0,20655.0,1260.0,34767,BQ
24061,QC,83480,11572.0,1561.0,3876.0,31224.0,2290.0,50523,BQ
24062,QC,78656,15457.0,3189.0,2253.0,28050.0,1945.0,50894,BQ
24063,QC,75575,10558.0,5240.0,1204.0,29789.0,948.0,47739,BQ
24064,QC,77851,12729.0,3856.0,1687.0,29485.0,1298.0,49055,BQ
24065,QC,76119,16654.0,2739.0,2130.0,22024.0,1549.0,45096,BQ
24066,QC,78238,28107.0,2606.0,2630.0,7261.0,1460.0,42064,Liberal
24067,QC,75864,25884.0,2138.0,2422.0,8852.0,1211.0,40507,Liberal
24068,QC,80188,14320.0,4129.0,1104.0,25918.0,1402.0,46873,BQ
24069,QC,77134,18725.0,3732.0,1146.0,21968.0,1571.0,47142,BQ
24070,QC,80945,15482.0,2142.0,1463.0,29323.0,1509.0,49919,BQ
24071,QC,74197,9048.0,2582.0,1451.0,31288.0,1554.0,45923,BQ
24072,QC,76927,12703.0,4381.0,1635.0,26240.0,1476.0,46435,BQ
24073,QC,84849,21613.0,4558.0,2175.0,24675.0,2688.0,55709,BQ
24074,QC,72082,9958.0,2750.0,1815.0,33333.0,1438.0,49294,BQ
24075,QC,77404,22337.0,4027.0,4795.0,5922.0,2918.0,39999,Liberal
35001,ON,71583,21706.0,14666.0,5286.0,0.0,1951.0,43609,Liberal
35002,ON,60820,14276.0,8093.0,11051.0,0.0,1449.0,34869,Liberal
35003,ON,79406,21935.0,19135.0,11557.0,0.0,2636.0,55263,Liberal
35004,ON,81737,21233.0,19938.0,5312.0,0.0,3288.0,49771,Liberal
35005,ON,73623,22494.0,6603.0,15156.0,0.0,2680.0,46933,Liberal
35006,ON,75611,20394.0,12594.0,6113.0,0.0,2069.0,41170,Liberal
35007,ON,74591,19385.0,11182.0,8038.0,0.0,2013.0,40618,Liberal
35008,ON,86312,21254.0,18768.0,4920.0,0.0,1974.0,46916,Liberal
35009,ON,89675,20455.0,17792.0,11826.0,0.0,3681.0,53754,Liberal
35010,ON,89022,27423.0,23389.0,6581.0,0.0,3598.0,60991,Liberal
35011,ON,86928,18899.0,19123.0,10392.0,0.0,3149.0,51563,Conservative
35012,ON,86827,22185.0,32664.0,6758.0,0.0,3665.0,65272,Conservative
35013,ON,74409,17435.0,17028.0,7538.0,0.0,1995.0,43996,Liberal
35014,ON,79911,19548.0,20813.0,7721.0,0.0,3000.0,51082,Conservative
35015,ON,63095,16773.0,3077.0,11292.0,0.0,1948.0,33090,Liberal
35016,ON,67782,21864.0,11206.0,5287.0,0.0,1672.0,40029,Liberal
35017,ON,77492,30615.0,14495.0,4393.0,0.0,1703.0,51206,Liberal
35018,ON,74419,17557.0,19270.0,3798.0,0.0,4390.0,45015,Conservative
35019,ON,74266,28360.0,11792.0,4886.0,0.0,2039.0,47077,Liberal
35020,ON,75833,15860.0,20333.0,6763.0,0.0,3425.0,46381,Conservative
35021,ON,84369,17926.0,18755.0,12519.0,0.0,2086.0,51286,Conservative
35022,ON,78007,30441.0,14829.0,5174.0,0.0,1788.0,52232,Liberal
35023,ON,79164,24909.0,15159.0,7179.0,0.0,2330.0,49577,Liberal
35024,ON,60589,19450.0,5737.0,3761.0,0.0,1770.0,30718,Liberal
35025,ON,75344,23921.0,18729.0,4238.0,0.0,3098.0,49986,Liberal
35026,ON,77845,17824.0,22411.0,6516.0,0.0,3058.0,49809,Conservative
35027,ON,82346,23442.0,13721.0,10527.0,0.0,4857.0,52547,Liberal
35028,ON,78634,19336.0,20981.0,7143.0,0.0,2320.0,49780,Conservative
35029,ON,87371,19294.0,24731.0,8427.0,0.0,3460.0,55912,Conservative
35030,ON,87134,27362.0,21704.0,4642.0,0.0,2889.0,56597,Liberal
35031,ON,80778,14948.0,6714.0,20321.0,0.0,2378.0,44361,NDP
35032,ON,84794,18417.0,10888.0,17490.0,0.0,2005.0,48800,Liberal
35033,ON,87418,18548.0,15590.0,17552.0,0.0,1592.0,53282,Liberal
35034,ON,77106,25538.0,15930.0,6707.0,0.0,3114.0,51289,Liberal
35035,ON,42349,8563.0,6598.0,7577.0,0.0,898.0,23636,Liberal
35036,ON,90523,28544.0,12582.0,8964.0,0.0,4336.0,54426,Liberal
35037,ON,77448,21264.0,12412.0,8717.0,0.0,2727.0,45120,Liberal
35038,ON,72692,17819.0,14903.0,6623.0,0.0,2793.0,42138,Liberal
35039,ON,88818,28015.0,17155.0,9267.0,0.0,3780.0,58217,Liberal
35040,ON,86191,17507.0,27566.0,7418.0,0.0,4035.0,56526,Conservative
35041,ON,73485,16967.0,26002.0,5834.0,0.0,2722.0,51525,Conservative
35042,ON,74391,15664.0,10811.0,12511.0,0.0,2152.0,41138,Liberal
35043,ON,83448,21472.0,13677.0,12034.0,0.0,2663.0,49846,Liberal
35044,ON,84898,25061.0,17335.0,9522.0,0.0,3189.0,55107,Liberal
35045,ON,82256,30442.0,10325.0,3993.0,0.0,1148.0,45908,Liberal
35046,ON,78129,19452.0,19288.0,7376.0,0.0,2849.0,48965,Liberal
35047,ON,81037,24753.0,10433.0,6411.0,0.0,1710.0,43307,Liberal
35048,ON,75883,22435.0,10299.0,4619.0,0.0,2213.0,39566,Liberal
35049,ON,86640,28246.0,16600.0,5104.0,0.0,2000.0,51950,Liberal
35050,ON,75866,24628.0,16027.0,5004.0,0.0,2006.0,47665,Liberal
35051,ON,78265,22768.0,14287.0,4266.0,0.0,3708.0,45029,Liberal
35052,ON,89044,26684.0,30420.0,6072.0,0.0,3447.0,66623,Conservative
35053,ON,77203,21129.0,21818.0,5111.0,0.0,3377.0,51435,Conservative
35054,ON,90655,18745.0,19882.0,10680.0,0.0,2071.0,51378,Conservative
35055,ON,77300,20210.0,20874.0,7681.0,0.0,3047.0,51812,Conservative
35056,ON,68294,17188.0,7628.0,13980.0,0.0,1729.0,40525,Liberal
35057,ON,69438,18254.0,16001.0,7354.0,0.0,1533.0,43142,Liberal
35058,ON,91717,22989.0,22676.0,9007.0,0.0,3016.0,57688,Liberal
35059,ON,98047,31964.0,20712.0,5430.0,0.0,3684.0,61790,Liberal
35060,ON,79831,28729.0,19524.0,4027.0,0.0,2956.0,55236,Liberal
35061,ON,83746,14510.0,15815.0,15352.0,0.0,1941.0,47618,Conservative
35062,ON,89488,19478.0,11933.0,25734.0,0.0,5539.0,62684,NDP
35063,ON,79988,26383.0,23655.0,5905.0,0.0,2699.0,58642,Liberal
35064,ON,85539,25956.0,20622.0,8080.0,0.0,4572.0,59230,Liberal
35065,ON,82810,25952.0,12769.0,9787.0,0.0,4271.0,52779,Liberal
35066,ON,82294,23971.0,22591.0,7449.0,0.0,3367.0,57378,Liberal
35067,ON,73048,14011.0,20606.0,6673.0,0.0,4613.0,45903,Conservative
35068,ON,73527,19727.0,7221.0,16201.0,0.0,3763.0,46912,Liberal
35069,ON,68819,19271.0,15970.0,5171.0,0.0,3524.0,43936,Liberal
35070,ON,73126,15032.0,18879.0,7027.0,0.0,4043.0,44981,Conservative
35071,ON,88695,25099.0,18393.0,10957.0,0.0,3182.0,57631,Liberal
35072,ON,74854,27312.0,13417.0,5392.0,0.0,1809.0,47930,Liberal
35073,ON,85551,20042.0,22598.0,8105.0,0.0,2598.0,53343,Conservative
35074,ON,74734,14798.0,27494.0,5720.0,0.0,1905.0,49917,Conservative
35075,ON,79899,27102.0,11530.0,4495.0,0.0,3218.0,46345,Liberal
35076,ON,85209,21277.0,18261.0,10135.0,0.0,2943.0,52616,Liberal
35077,ON,81196,32171.0,11226.0,8667.0,0.0,3031.0,55095,Liberal
35078,ON,78473,19932.0,14500.0,7764.0,0.0,5345.0,47541,Liberal
35079,ON,68454,15760.0,9969.0,16512.0,0.0,881.0,43122,NDP
35080,ON,73391,26400.0,8649.0,4182.0,0.0,1967.0,41198,Liberal
35081,ON,66435,20740.0,8515.0,6156.0,0.0,1197.0,36608,Liberal
35082,ON,66307,20950.0,8277.0,5885.0,0.0,1306.0,36418,Liberal
35083,ON,76741,22564.0,5184.0,3635.0,0.0,7572.0,38955,Liberal
35084,ON,66797,18776.0,9028.0,8471.0,0.0,1688.0,37963,Liberal
35085,ON,88083,22396.0,22496.0,5532.0,0.0,4953.0,55377,Conservative
35086,ON,84781,23664.0,20570.0,6162.0,0.0,4175.0,54571,Liberal
35087,ON,75320,17779.0,21678.0,5387.0,0.0,3491.0,48335,Conservative
35088,ON,71627,18914.0,9008.0,12781.0,0.0,2099.0,42802,Liberal
35089,ON,84334,28709.0,18125.0,3671.0,0.0,2096.0,52601,Liberal
35090,ON,63718,14290.0,9559.0,10781.0,0.0,1670.0,36300,Liberal
35091,ON,62441,15022.0,7394.0,10230.0,0.0,2259.0,34905,Liberal
35092,ON,61947,13525.0,5682.0,14138.0,0.0,767.0,34112,NDP
35093,ON,85165,30336.0,7936.0,12747.0,0.0,2644.0,53663,Liberal
35094,ON,75151,19803.0,2975.0,22198.0,0.0,2924.0,47900,NDP
35095,ON,84145,23202.0,4605.0,22397.0,0.0,3072.0,53276,Liberal
35096,ON,90128,31430.0,11821.0,4371.0,0.0,2302.0,49924,Liberal
35097,ON,83318,19642.0,12997.0,14623.0,0.0,2302.0,49564,Liberal
35098,ON,75160,19173.0,21479.0,5974.0,0.0,3551.0,50177,Conservative
35099,ON,89296,25649.0,20531.0,8002.0,0.0,2759.0,56941,Liberal
35100,ON,82856,30855.0,11615.0,4812.0,0.0,2980.0,50262,Liberal
35101,ON,83786,16219.0,9827.0,20037.0,0.0,1795.0,47878,NDP
35102,ON,82143,13831.0,8348.0,20297.0,0.0,1679.0,44155,NDP
35103,ON,69802,21520.0,10318.0,5376.0,0.0,2064.0,39278,Liberal
35104,ON,80079,16763.0,21343.0,5314.0,0.0,3834.0,47254,Conservative
35105,ON,66893,20537.0,5133.0,7281.0,0.0,1374.0,34325,Liberal
35106,ON,57545,17903.0,3120.0,4228.0,0.0,2404.0,27655,Liberal
46001,MB,62938,8522.0,18209.0,6740.0,0.0,1733.0,35204,Conservative
46002,MB,64627,17954.0,18688.0,4283.0,0.0,1266.0,42191,Conservative
46003,MB,48106,7604.0,2999.0,8612.0,0.0,612.0,19827,NDP
46004,MB,57267,6809.0,18025.0,7341.0,0.0,1233.0,33408,Conservative
46005,MB,57965,4923.0,7644.0,15221.0,0.0,1490.0,29278,NDP
46006,MB,60689,13304.0,13582.0,8202.0,0.0,1324.0,36412,Conservative
46007,MB,60922,6174.0,22939.0,3251.0,0.0,2431.0,34795,Conservative
46008,MB,60617,8975.0,22694.0,3244.0,0.0,1100.0,36013,Conservative
46009,MB,63796,17989.0,11956.0,6954.0,0.0,1697.0,38596,Liberal
46010,MB,67043,9059.0,18727.0,10516.0,0.0,1335.0,39637,Conservative
46011,MB,59801,9285.0,3631.0,12149.0,0.0,1703.0,26768,NDP
46012,MB,55372,9491.0,3186.0,12507.0,0.0,783.0,25967,NDP
46013,MB,59572,19270.0,12770.0,4217.0,0.0,1299.0,37556,Liberal
46014,MB,62346,18133.0,10516.0,8270.0,0.0,1996.0,38915,Liberal
47001,SK,51507,4617.0,15441.0,5367.0,0.0,1082.0,26507,Conservative
47002,SK,59042,11815.0,15608.0,8862.0,0.0,1345.0,37630,Conservative
47003,SK,41216,5815.0,7279.0,3910.0,0.0,2462.0,19466,Conservative
47004,SK,47300,5547.0,18010.0,4901.0,0.0,1243.0,29701,Conservative
47005,SK,51733,8244.0,11909.0,11785.0,0.0,1280.0,33218,Conservative
47006,SK,53889,6929.0,13576.0,7221.0,0.0,987.0,28713,Conservative
47007,SK,49449,10167.0,10289.0,8300.0,0.0,2222.0,30978,Conservative
47008,SK,49942,7793.0,10012.0,9151.0,0.0,1038.0,27994,Conservative
47009,SK,56176,9009.0,9444.0,9027.0,0.0,7827.0,35307,Conservative
47010,SK,50606,4171.0,11875.0,9597.0,0.0,841.0,26484,Conservative
47011,SK,54366,10553.0,15109.0,5770.0,0.0,960.0,32392,Conservative
47012,SK,48771,6001.0,11306.0,4202.0,0.0,9127.0,30636,Conservative
47013,SK,57101,20567.0,8709.0,5771.0,0.0,928.0,35975,Liberal
47014,SK,52824,4697.0,19940.0,5890.0,0.0,1154.0,31681,Conservative
48001,AB,62427,7158.0,17942.0,3115.0,0.0,1542.0,29757,Conservative
48002,AB,75407,7621.0,21897.0,3535.0,0.0,2774.0,35827,Conservative
48003,AB,85490,11093.0,28143.0,6298.0,0.0,6404.0,51938,Conservative
48004,AB,74070,8672.0,21924.0,2682.0,0.0,1949.0,35227,Conservative
48005,AB,79095,11051.0,31088.0,3250.0,0.0,2898.0,48287,Conservative
48006,AB,89334,15305.0,26192.0,4350.0,0.0,5354.0,51201,Conservative
48007,AB,81621,8488.0,36843.0,3419.0,0.0,3142.0,51892,Conservative
48008,AB,80296,9501.0,35297.0,2884.0,0.0,3955.0,51637,Conservative
48009,AB,83259,16402.0,31322.0,3632.0,0.0,4676.0,56032,Conservative
48010,AB,75409,3615.0,37649.0,3241.0,0.0,2434.0,46939,Conservative
48011,AB,69008,17555.0,17421.0,3975.0,0.0,2046.0,40997,Liberal
48012,AB,89197,22560.0,21839.0,4836.0,0.0,3848.0,53083,Liberal
48013,AB,85602,14250.0,20224.0,6464.0,0.0,3009.0,43947,Conservative
48014,AB,74959,14269.0,26791.0,4581.0,0.0,3029.0,48670,Conservative
48015,AB,85476,12359.0,29508.0,5927.0,0.0,3387.0,51181,Conservative
48016,AB,78361,11519.0,27222.0,5155.0,0.0,3146.0,47042,Conservative
48017,AB,83859,12912.0,30497.0,4508.0,0.0,2572.0,50489,Conservative
48018,AB,74014,14057.0,19089.0,11535.0,0.0,3768.0,48449,Conservative
48019,AB,76987,10250.0,29765.0,4623.0,0.0,2894.0,47532,Conservative
48020,AB,72008,5214.0,32232.0,2802.0,0.0,2865.0,43113,Conservative
48021,AB,73884,4331.0,30241.0,3643.0,0.0,1498.0,39713,Conservative
48022,AB,80705,8200.0,28158.0,4804.0,0.0,2073.0,43235,Conservative
48023,AB,77804,5294.0,33510.0,3500.0,0.0,2495.0,44799,Conservative
48024,AB,77374,5390.0,33800.0,3793.0,0.0,2976.0,45959,Conservative
48025,AB,70219,7619.0,26433.0,3480.0,0.0,2036.0,39568,Conservative
48026,AB,70323,5088.0,31404.0,3090.0,0.0,3052.0,42634,Conservative
48027,AB,76939,5971.0,33337.0,4009.0,0.0,3904.0,47221,Conservative
48028,AB,68457,4441.0,26503.0,4429.0,0.0,3255.0,38628,Conservative
59001,BC,74939,9617.0,29587.0,6575.0,0.0,2429.0,48208,Conservative
59002,BC,74258,14748.0,12531.0,15682.0,0.0,2382.0,45343,NDP
59003,BC,71097,13732.0,11821.0,14061.0,0.0,2084.0,41698,NDP
59004,BC,73778,8397.0,19721.0,11183.0,0.0,2911.0,42212,Conservative
59005,BC,72782,8249.0,24096.0,9244.0,0.0,3303.0,44892,Conservative
59006,BC,73297,15515.0,21308.0,6838.0,0.0,3066.0,46727,Conservative
59007,BC,77280,10500.0,18490.0,15693.0,0.0,3333.0,48016,Conservative
59008,BC,83527,19389.0,13271.0,16821.0,0.0,5448.0,54929,Liberal
59009,BC,66821,11568.0,14052.0,10976.0,0.0,2651.0,39247,Conservative
59010,BC,80194,14434.0,20611.0,13379.0,0.0,2653.0,51077,Conservative
59011,BC,85932,14109.0,25553.0,8954.0,0.0,4621.0,53237,Conservative
59012,BC,63216,7351.0,21336.0,9772.0,0.0,2558.0,41017,Conservative
59013,BC,78394,12649.0,24390.0,8568.0,0.0,5530.0,51137,Conservative
59014,BC,87088,11770.0,23158.0,19152.0,0.0,5198.0,59278,Conservative
59015,BC,86804,9257.0,18928.0,25243.0,0.0,4321.0,57749,NDP
59016,BC,65794,13009.0,13529.0,12037.0,0.0,2653.0,41228,Conservative
59017,BC,75227,13080.0,15693.0,15580.0,0.0,3384.0,47737,Conservative
59018,BC,81546,11636.0,24014.0,12528.0,0.0,3587.0,51765,Conservative
59019,BC,83129,22619.0,20548.0,8967.0,0.0,4372.0,56506,Liberal
59020,BC,76878,11212.0,24220.0,9509.0,0.0,3703.0,48644,Conservative
59021,BC,72670,12445.0,18664.0,12023.0,0.0,2452.0,45584,Conservative
59022,BC,67970,4988.0,21281.0,7501.0,0.0,2475.0,36245,Conservative
59023,BC,72585,18204.0,14457.0,6142.0,0.0,2119.0,40922,Liberal
59024,BC,86429,17082.0,22050.0,13763.0,0.0,10876.0,63771,Conservative
59025,BC,61747,7965.0,12434.0,13706.0,0.0,2794.0,36899,NDP
59026,BC,69507,8310.0,16940.0,16260.0,0.0,4771.0,46281,Conservative
59027,BC,77012,19611.0,22760.0,7663.0,0.0,3304.0,53338,Conservative
59028,BC,62644,5413.0,4340.0,8312.0,0.0,16385.0,34450,Others
59029,BC,86246,21280.0,10139.0,17050.0,0.0,4324.0,52793,Liberal
59030,BC,71942,10768.0,4153.0,23452.0,0.0,3161.0,41534,NDP
59031,BC,80619,11352.0,18733.0,18250.0,0.0,4567.0,52902,Conservative
59032,BC,74286,17267.0,7037.0,15916.0,0.0,2477.0,42697,Liberal
59033,BC,83918,29187.0,14648.0,8348.0,0.0,3482.0,55665,Liberal
59034,BC,73738,18196.0,10426.0,10038.0,0.0,2216.0,40876,Liberal
59035,BC,85340,20398.0,12708.0,18093.0,0.0,7013.0,58212,Liberal
59036,BC,91943,19685.0,21372.0,13156.0,0.0,6331.0,60544,Conservative
60001,Territories,20345,5724.0,2618.0,3216.0,0.0,970.0,12528,Liberal
61001,Territories,28619,5317.0,2314.0,5264.0,0.0,583.0,13478,Liberal
62001,Territories,17041,3818.0,1075.0,1129.0,0.0,1420.0,7442,Liberal
